HugoSymbol	RoleInCancer	Kinase_PPtase	TF	Location	oncogene	tsgene	hgnc_id
SET	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10760
SETBP1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:15573
SETD1B	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:29187
SETD2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:18420
SETDB1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:10761
SF3B1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10768
SFPQ	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10774
SFPQ	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10774
SFRP4	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:10778
SGK1	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:10810
SH2B3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:29605
SH3GL1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10830
SHTN1	Other	Other	Other	Other	FALSE	FALSE	HGNC:29319
SIRPA	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:9662
SIX1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:10887
SIX2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:10888
SKI	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10896
SLC34A2	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:11020
SLC45A3	Other	Other	Other	Other	FALSE	FALSE	HGNC:8642
SMAD2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6768
SMAD3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6769
SMAD4	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:6770
SMARCA4	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11100
SMARCB1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11103
SMARCD1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11106
SMARCE1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11109
SMC1A	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11111
SMO	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:11119
SMO	TSGs	Other	Other	Receptors	FALSE	TRUE	HGNC:11119
SND1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:30646
SNX29	Other	Other	Other	Other	FALSE	FALSE	HGNC:30542
SOCS1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:19383
SOX2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11195
SOX21	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11197
SPECC1	Other	Other	Other	Other	FALSE	FALSE	HGNC:30615
SPEN	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:17575
SPOP	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11254
SRC	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:11283
SRGAP3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:19744
SRSF2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10783
SRSF3	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10785
SS18	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11340
SS18L1	Other	Other	Other	Other	FALSE	FALSE	HGNC:15592
SSX1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11335
SSX2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11336
SSX4	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11338
STAG1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11354
STAG2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11355
STAT3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11364
STAT3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11364
STAT5B	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11367
STAT5B	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11367
STAT6	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11368
STIL	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:10879
STK11	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:11389
STRN	Other	Other	Other	Other	FALSE	FALSE	HGNC:11424
SUFU	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:16466
SUZ12	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:17101
SUZ12	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:17101
SYK	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:11491
SYK	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:11491
TAF15	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11547
TAL1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11556
TAL2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11557
TBL1XR1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:29529
TBL1XR1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:29529
TBX3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11602
TBX3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11602
TCEA1	Other	Other	Other	Other	FALSE	FALSE	HGNC:11612
TCF12	Other	Other	TFs	Other	FALSE	FALSE	HGNC:11623
TCF3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11633
TCF3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11633
TCF7L2	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11641
TCF7L2	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11641
TCL1A	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11648
TEC	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:11719
TENT5C	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:24712
TERT	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11730
TERT	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11730
TET1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:29484
TET1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:29484
TET2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:25941
TFE3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11752
TFEB	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:11753
TFG	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11758
TFPT	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:13630
TFRC	Other	Other	Other	Receptors	FALSE	FALSE	HGNC:11763
TGFBR2	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:11773
THRAP3	Other	Other	Other	Other	FALSE	FALSE	HGNC:22964
TLX1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:5056
TLX3	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:13532
TMEM127	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:26038
TMPRSS2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11876
TMSB4X	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11881
TNC	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:5318
TNFAIP3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11896
TNFRSF14	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11912
TNFRSF17	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:11913
TOP1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11986
TP53	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:11998
TP63	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:15979
TPM3	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12012
TPM4	Other	Other	Other	Other	FALSE	FALSE	HGNC:12013
TPR	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12017
TRA	Other	Other	Other	Other	FALSE	FALSE	HGNC:12027
TRAF7	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:20456
TRB	Other	Other	Other	Other	FALSE	FALSE	HGNC:12155
TRD	Other	Other	Other	Other	FALSE	FALSE	HGNC:12252
TRIM24	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11812
TRIM24	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:11812
TRIM27	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:9975
TRIM33	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:16290
TRIP11	Other	Other	Other	Other	FALSE	FALSE	HGNC:12305
TRRAP	Oncogenes	Kinases	Other	Other	TRUE	FALSE	HGNC:12347
TSC1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12362
TSC2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12363
TSHR	Oncogenes	Other	Other	Receptors	TRUE	FALSE	HGNC:12373
U2AF1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12453
UBR5	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:16806
UBR5	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:16806
USP44	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:20064
USP6	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12629
USP8	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12631
USP9X	Other	Other	Other	Other	FALSE	FALSE	HGNC:12632
VAV1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12657
VHL	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12687
VHL	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12687
VTI1A	Other	Other	Other	Other	FALSE	FALSE	HGNC:17792
WAS	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12731
WDCP	Other	Other	Other	Other	FALSE	FALSE	HGNC:26157
WIF1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:18081
WNK2	TSGs	Kinases	Other	Other	FALSE	TRUE	HGNC:14542
WRN	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12791
WT1	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:12796
WT1	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:12796
WWTR1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:24042
XPA	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12814
XPC	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12816
XPO1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12825
XPO1	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12825
YWHAE	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:12851
ZBTB16	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:12930
ZBTB16	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:12930
ZCCHC8	Other	Other	Other	Other	FALSE	FALSE	HGNC:25265
ZEB1	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:11642
ZFHX3	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:777
ZMYM2	Oncogenes	Other	Other	Other	TRUE	FALSE	HGNC:12989
ZMYM3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:13054
ZNF331	TSGs	Other	TFs	Other	FALSE	TRUE	HGNC:15489
ZNF384	Other	Other	TFs	Other	FALSE	FALSE	HGNC:11955
ZNF429	Other	Other	TFs	Other	FALSE	FALSE	HGNC:20817
ZNF479	Other	Other	TFs	Other	FALSE	FALSE	HGNC:23258
ZNF521	Oncogenes	Other	TFs	Other	TRUE	FALSE	HGNC:24605
ZNRF3	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:18126
ZRSR2	TSGs	Other	Other	Other	FALSE	TRUE	HGNC:23019
